Num Trades
--- Varying: Lookback ---
Lookback,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Average Total PnL,Average Trades,Average POW,Average Avg PnL,Average Max Drawdown,Average Sortino,Average Sharpe,Average Mean Losses,Average Mean Wins,Average T Stat,Overall T Stat,Overall P-Value,Overall Std,Avg Risk of Ruin,Overall Risk of Ruin
1.2500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.4205,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
1.3000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.4205,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
1.3500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.4205,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
1.4000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.4205,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
1.4500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.4205,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
1.5000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.4205,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455

--- Varying: Price Percentage Long Comparison ---
Price Percentage Long Comparison,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Average Total PnL,Average Trades,Average POW,Average Avg PnL,Average Max Drawdown,Average Sortino,Average Sharpe,Average Mean Losses,Average Mean Wins,Average T Stat,Overall T Stat,Overall P-Value,Overall Std,Avg Risk of Ruin,Overall Risk of Ruin
1.0100,inf,,N/A,inf,,inf,N/A,N/A,-1.2331,12.5342,,,inf,,N/A,inf,-1.6895,N/A,N/A,inf,1.4655,inf,N/A,inf,212.5707,3.1765,0.7085,62.2360,0.0354,2.7693,1.1959,-212.7650,228.0655,0.3691,0.1638,N/A,497.6925,0.8203,0.9973
1.0250,inf,-4.9653,N/A,inf,,N/A,N/A,N/A,-0.6403,15.8244,,,inf,inf,N/A,inf,0.1620,N/A,N/A,inf,1.5435,inf,N/A,N/A,456.2741,3.0667,0.7003,110.8119,0.0290,2.3849,1.1144,-237.6763,296.1499,0.3719,0.0299,N/A,522.6526,0.9407,0.9913
1.0500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.4205,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
1.0750,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
1.1000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
1.1250,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
1.1500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
1.1750,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
1.2000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
1.2500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
1.3000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
1.3500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
1.4000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
1.4500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
1.5000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398

--- Varying: Price Percentage Long Threshold ---
Price Percentage Long Threshold,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Average Total PnL,Average Trades,Average POW,Average Avg PnL,Average Max Drawdown,Average Sortino,Average Sharpe,Average Mean Losses,Average Mean Wins,Average T Stat,Overall T Stat,Overall P-Value,Overall Std,Avg Risk of Ruin,Overall Risk of Ruin
0.2000,N/A,-0.6056,N/A,inf,,N/A,N/A,N/A,-1.2169,12.0223,,,N/A,,N/A,inf,-3.8862,N/A,N/A,inf,1.6054,inf,N/A,inf,157.0682,3.5000,0.6303,27.3195,0.0432,1.5838,0.7410,-249.1687,231.5767,0.4563,0.2667,N/A,500.6785,0.9254,0.9982
0.2500,inf,-2.0677,N/A,N/A,,N/A,N/A,N/A,-0.4787,15.1715,,,N/A,,N/A,inf,0.4862,N/A,N/A,inf,,inf,N/A,N/A,637.6755,3.6154,0.6398,90.9650,0.0258,3.2778,1.1265,-276.0016,290.1153,0.3753,0.0096,N/A,497.9102,0.9318,0.9761
0.3000,inf,-4.1437,N/A,N/A,,N/A,N/A,N/A,-1.2309,12.1890,,,inf,,N/A,inf,1.0247,N/A,N/A,inf,1.5623,inf,N/A,N/A,214.3399,3.4286,0.6345,38.2882,0.0393,1.8803,1.1570,-257.7542,240.8406,0.3994,0.1957,N/A,500.7773,0.8545,0.9975
0.3500,inf,-4.2372,N/A,inf,,N/A,N/A,N/A,-1.2454,12.4319,,,inf,inf,N/A,inf,0.8453,N/A,N/A,inf,1.5435,inf,N/A,N/A,217.2817,3.0667,0.6907,64.2480,0.0372,1.8676,0.9903,-222.4550,244.9290,0.4038,0.1772,N/A,513.5792,0.9316,0.9973
0.4000,inf,-4.9552,N/A,inf,,N/A,N/A,N/A,-0.6681,,,,inf,inf,N/A,inf,-0.0227,N/A,N/A,inf,1.4164,inf,N/A,N/A,436.8052,2.8000,0.6980,117.5701,0.0296,-1.0574,0.7811,-244.4732,314.6729,0.3866,0.0362,N/A,548.0418,0.9365,0.9917
0.4500,N/A,-5.0372,N/A,inf,inf,N/A,N/A,N/A,-0.7978,inf,,,inf,inf,N/A,inf,inf,N/A,N/A,N/A,0.4929,inf,N/A,N/A,550.3354,2.6923,0.7971,203.5367,0.0289,-1.7807,0.9533,-194.7046,375.2081,0.3853,0.0214,N/A,574.6743,0.8919,0.9914
0.5000,N/A,,N/A,inf,N/A,N/A,N/A,N/A,-0.7635,inf,inf,,inf,inf,N/A,inf,inf,N/A,N/A,N/A,,inf,N/A,N/A,633.4392,2.3333,0.8482,249.7401,0.0140,-0.7635,1.9028,-137.3558,368.9622,0.3112,0.0049,N/A,516.2615,0.8928,0.9620
0.5500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-0.7761,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,1234.6238,2.7143,0.9184,504.9024,0.0111,-0.7761,2.6361,-50.5119,568.0910,0.1850,0.0011,N/A,556.4688,0.9099,0.9374
0.6000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.3086,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,inf,N/A,1001.5976,2.3750,0.9167,527.8000,0.0129,-4.3086,8.5421,-42.7999,585.6579,0.1900,0.0016,N/A,541.2252,0.7031,0.9359
0.6500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.4205,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.7000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,1.0789,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,916.2529,2.1429,0.9286,521.0090,0.0105,1.0789,10.3115,-52.3928,577.7986,0.1340,0.0057,N/A,568.1633,0.7337,0.9409
0.7500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,1.1005,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,851.8486,2.0000,0.9286,510.4353,0.0103,1.1005,5.4414,-51.3348,565.8557,0.1753,0.0078,N/A,572.6035,0.8693,0.9420
0.8000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
0.8500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
0.9000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
0.9500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398
0.9900,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-3.0838,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,739.8809,1.8571,0.9143,476.4070,0.0103,-3.0838,5.2621,-49.4953,534.9932,0.2413,0.0131,N/A,566.4625,0.8660,0.9398

--- Varying: Price Percentage Short Comparison ---
Price Percentage Short Comparison,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Average Total PnL,Average Trades,Average POW,Average Avg PnL,Average Max Drawdown,Average Sortino,Average Sharpe,Average Mean Losses,Average Mean Wins,Average T Stat,Overall T Stat,Overall P-Value,Overall Std,Avg Risk of Ruin,Overall Risk of Ruin
1.0100,N/A,-3.6051,N/A,N/A,,inf,inf,inf,-1.1329,inf,inf,,N/A,inf,inf,-1.3421817567990046,,N/A,N/A,inf,,,inf,inf,283.9973,3.2222,0.7736,97.4318,0.0340,-2.0267,2.1247,-192.9255,243.0508,0.2926,0.0986,N/A,514.3959,0.6766,0.9973
1.0250,N/A,-0.4643,N/A,N/A,,inf,inf,inf,-1.0014,inf,inf,inf,N/A,inf,N/A,,,N/A,N/A,N/A,,,inf,inf,259.9267,2.6875,0.7361,131.1780,0.0263,-0.7328,1.8788,-180.7325,284.7346,0.3001,0.1360,N/A,569.7622,0.8192,0.9976
1.0500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.4205,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
1.0750,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-12.3306,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,738.8077,2.6667,0.6667,269.2365,0.0230,-12.3306,-1.6701,-103.8833,373.1198,0.3782,0.1157,N/A,597.9579,0.6161,0.9575
1.1000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-8.2389,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,707.4670,2.3333,0.6667,298.5832,0.0212,-8.2389,-1.7638,-97.7182,396.3014,0.5070,0.1253,N/A,630.9920,0.9234,0.9597
1.1250,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-74.9029,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,838.3463,2.0000,0.6667,313.5843,0.0087,-74.9029,-35.0653,-85.8762,399.4604,0.5082,0.0782,N/A,615.8335,0.9223,0.9194
1.1500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,636.9823,1.3333,0.6667,322.0505,0.0000,0.0000,2.7709,-87.0227,409.0732,0.1102,0.1179,N/A,646.2184,0.9594,0.9167
1.1750,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.5050,1.0000,0.6667,185.5050,0.0000,0.0000,0.0000,-87.0227,272.5277,0.0000,0.2562,N/A,406.8652,1.0000,0.9184
1.2000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.5050,1.0000,0.6667,185.5050,0.0000,0.0000,0.0000,-87.0227,272.5277,0.0000,0.2562,N/A,406.8652,1.0000,0.9184
1.2500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.5050,1.0000,0.6667,185.5050,0.0000,0.0000,0.0000,-87.0227,272.5277,0.0000,0.2562,N/A,406.8652,1.0000,0.9184
1.3000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.5050,1.0000,0.6667,185.5050,0.0000,0.0000,0.0000,-87.0227,272.5277,0.0000,0.2562,N/A,406.8652,1.0000,0.9184
1.3500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.5050,1.0000,0.6667,185.5050,0.0000,0.0000,0.0000,-87.0227,272.5277,0.0000,0.2562,N/A,406.8652,1.0000,0.9184
1.4000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.5050,1.0000,0.6667,185.5050,0.0000,0.0000,0.0000,-87.0227,272.5277,0.0000,0.2562,N/A,406.8652,1.0000,0.9184
1.4500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.5050,1.0000,0.6667,185.5050,0.0000,0.0000,0.0000,-87.0227,272.5277,0.0000,0.2562,N/A,406.8652,1.0000,0.9184
1.5000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.5050,1.0000,0.6667,185.5050,0.0000,0.0000,0.0000,-87.0227,272.5277,0.0000,0.2562,N/A,406.8652,1.0000,0.9184

--- Varying: Price Percentage Short Threshold ---
Price Percentage Short Threshold,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Average Total PnL,Average Trades,Average POW,Average Avg PnL,Average Max Drawdown,Average Sortino,Average Sharpe,Average Mean Losses,Average Mean Wins,Average T Stat,Overall T Stat,Overall P-Value,Overall Std,Avg Risk of Ruin,Overall Risk of Ruin
0.2000,N/A,3.8904,N/A,N/A,,inf,inf,N/A,-0.9614,inf,inf,,N/A,inf,inf,-1.3218957095170256,,N/A,N/A,inf,,,inf,inf,319.7939,3.2941,0.7558,104.2813,0.0361,0.5357,2.1083,-206.8600,270.3602,0.2928,0.0921,N/A,540.2630,0.7169,0.9980
0.2500,N/A,3.8573,N/A,N/A,,inf,inf,N/A,-0.9613,inf,inf,,N/A,inf,inf,-1.3349970605684756,,N/A,N/A,N/A,,,inf,inf,322.1348,3.3125,0.7406,112.6361,0.0380,0.5203,1.4920,-217.6075,287.8638,0.3190,0.1018,N/A,549.8057,0.7693,0.9981
0.3000,N/A,3.7292,N/A,N/A,,inf,inf,N/A,-0.9923,inf,inf,,N/A,inf,inf,,,N/A,N/A,N/A,,,inf,inf,362.5875,3.1250,0.7458,135.8104,0.0323,1.3684,1.4620,-208.8088,309.8540,0.3032,0.0736,N/A,557.1553,0.7803,0.9970
0.3500,N/A,2.1222,N/A,N/A,,inf,inf,inf,-0.9961,inf,inf,inf,N/A,inf,N/A,,,N/A,N/A,N/A,,,inf,inf,306.1908,2.8750,0.7413,135.1600,0.0273,0.5630,2.0903,-176.2192,281.8530,0.2590,0.0988,N/A,552.3087,0.7527,0.9972
0.4000,N/A,-0.5452,N/A,N/A,,inf,inf,inf,-4.8230,inf,inf,inf,N/A,inf,N/A,N/A,,N/A,N/A,N/A,,,inf,inf,414.7335,2.6000,0.7806,182.7764,0.0146,-2.6841,1.7440,-158.0333,323.7701,0.3064,0.0187,N/A,461.8059,0.8319,0.9778
0.4500,N/A,-0.5836,N/A,N/A,,inf,inf,inf,-5.5778,inf,N/A,inf,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,,,inf,inf,410.2055,2.5385,0.7399,208.7906,0.0165,-3.0807,1.3687,-178.6083,377.7247,0.3470,0.0341,N/A,491.8201,0.8566,0.9788
0.5000,N/A,-3.2240,N/A,N/A,,N/A,inf,inf,-6.3296,inf,N/A,inf,N/A,N/A,N/A,,,N/A,N/A,N/A,,,inf,inf,375.6629,2.5385,0.6938,191.8198,0.0167,-4.7768,0.9012,-182.5785,374.4228,0.3943,0.0419,N/A,476.2300,0.8992,0.9730
0.5500,N/A,-3.2240,N/A,N/A,,N/A,inf,inf,-6.4059,inf,N/A,inf,N/A,N/A,N/A,inf,,N/A,N/A,N/A,,inf,inf,inf,392.1849,2.2308,0.7579,241.0423,0.0150,-4.8150,0.9277,-137.2685,386.2366,0.4272,0.0355,N/A,504.4485,0.9571,0.9727
0.6000,N/A,inf,N/A,inf,,N/A,N/A,N/A,-4.8566,inf,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,N/A,inf,inf,N/A,inf,636.5170,1.7273,0.8364,377.6393,0.0096,-4.8566,10.2380,-60.0955,477.4149,0.2035,0.0046,N/A,551.1390,0.8225,0.9480
0.6500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.4205,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.7000,N/A,inf,N/A,N/A,inf,N/A,N/A,N/A,-6.6715,inf,N/A,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,682.7999,2.1667,0.8667,391.8611,0.0164,-6.6715,9.6403,-54.4889,519.2242,0.2583,0.0320,N/A,556.8315,0.7999,0.9485
0.7500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-12.3306,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,738.8077,2.6667,0.6667,269.2365,0.0230,-12.3306,-1.6701,-103.8833,373.1198,0.3782,0.1157,N/A,597.9579,0.6161,0.9575
0.8000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-9.4753,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,713.0743,2.3333,0.6667,300.4523,0.0206,-9.4753,-2.3806,-95.9844,396.4368,0.5078,0.1228,N/A,628.4479,0.9233,0.9576
0.8500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-74.9029,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,838.3463,2.0000,0.6667,313.5843,0.0087,-74.9029,-35.0653,-85.8762,399.4604,0.5082,0.0782,N/A,615.8335,0.9223,0.9194
0.9000,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.5050,1.0000,0.6667,185.5050,0.0000,0.0000,0.0000,-87.0227,272.5277,0.0000,0.2562,N/A,406.8652,1.0000,0.9184
0.9500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.5050,1.0000,0.6667,185.5050,0.0000,0.0000,0.0000,-87.0227,272.5277,0.0000,0.2562,N/A,406.8652,1.0000,0.9184
0.9900,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,,inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.5050,1.0000,0.6667,185.5050,0.0000,0.0000,0.0000,-87.0227,272.5277,0.0000,0.2562,N/A,406.8652,1.0000,0.9184

--- Varying: Volume Percentage Long Comparison ---
Volume Percentage Long Comparison,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Average Total PnL,Average Trades,Average POW,Average Avg PnL,Average Max Drawdown,Average Sortino,Average Sharpe,Average Mean Losses,Average Mean Wins,Average T Stat,Overall T Stat,Overall P-Value,Overall Std,Avg Risk of Ruin,Overall Risk of Ruin
1.0100,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.4205,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
1.0250,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.4205,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
1.0500,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.4205,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
1.0750,N/A,inf,N/A,N/A,N/A,N/A,N/A,N/A,-4.4205,inf,N/A,inf,N/A,N/A,N/A,N/A,inf,N/A,N/A,N/A,inf,inf,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
