Num Trades
--- Varying: Lookback ---
Lookback,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Average Total PnL,Average Trades,Average POW,Average Avg PnL,Average Max Drawdown,Average Sortino,Average Sharpe,Average Mean Losses,Average Mean Wins,Average T Stat,Overall T Stat,Overall P-Value,Overall Std,Avg Risk of Ruin,Overall Risk of Ruin
0.6500,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.7000,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.7500,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.8000,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.8500,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.9000,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.9500,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.9900,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455

--- Varying: Volume Percentage Short Threshold ---
Volume Percentage Short Threshold,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Average Total PnL,Average Trades,Average POW,Average Avg PnL,Average Max Drawdown,Average Sortino,Average Sharpe,Average Mean Losses,Average Mean Wins,Average T Stat,Overall T Stat,Overall P-Value,Overall Std,Avg Risk of Ruin,Overall Risk of Ruin
0.2000,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.2500,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.3000,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.3500,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.4000,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.4500,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.5000,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.5500,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.6000,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.6500,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.7000,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.7500,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.8000,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.8500,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.9000,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.9500,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
0.9900,N/A,604.9240,N/A,N/A,N/A,N/A,N/A,N/A,-660.1250,3096.4630,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,1992.2170,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455


Average Pnl
--- Varying: Lookback ---
Lookback,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Average Total PnL,Average Trades,Average POW,Average Avg PnL,Average Max Drawdown,Average Sortino,Average Sharpe,Average Mean Losses,Average Mean Wins,Average T Stat,Overall T Stat,Overall P-Value,Overall Std,Avg Risk of Ruin,Overall Risk of Ruin
5.0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-254.8030,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.7633,N/A,N/A,N/A,-28.7565,2.0000,0.3333,-94.5198,0.0000,0.0000,0.3865,-264.2840,117.7637,0.3682,0.5365,N/A,289.1028,0.9735,1.0000
10.0000,N/A,65.4539,N/A,N/A,N/A,N/A,N/A,N/A,-57.3665,N/A,N/A,42.7577,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,263.3713,N/A,N/A,N/A,233.0577,2.5000,0.8125,78.5541,0.0080,-2.9958,0.7042,-74.0011,158.4660,0.3672,0.1532,N/A,271.9176,0.7504,0.9248
15.0000,-456.594,-63.2145,N/A,N/A,N/A,N/A,N/A,N/A,-153.6153,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,446.9975,N/A,60.6466,N/A,-48.5685,2.0000,0.5500,-33.1559,0.0120,-11.6366,0.7740,-206.9565,180.3254,0.5037,0.5870,N/A,339.2413,0.8753,1.0000
20.0000,N/A,142.811,N/A,N/A,-293.949,N/A,N/A,N/A,-144.0802,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,561.2275,N/A,N/A,N/A,134.4518,2.2500,0.5625,66.5023,0.0155,-10.0778,4.8156,-145.0784,246.7029,0.3053,0.3178,N/A,364.0229,0.5025,0.9716
25.0000,N/A,202.35000000000002,N/A,N/A,-297.352,N/A,N/A,N/A,-6.2758,N/A,N/A,60.5429,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,766.2775,N/A,N/A,N/A,333.8134,2.2000,0.6800,145.1085,0.0066,-0.3841,6.2325,-119.3462,292.5099,0.1938,0.1291,N/A,419.6557,0.6549,0.9496
30.0000,N/A,289.79999999999995,N/A,N/A,N/A,N/A,N/A,N/A,-102.9455,1006.4649999999999,N/A,199.983,N/A,N/A,N/A,257.94,N/A,N/A,N/A,N/A,934.2075,N/A,N/A,N/A,734.0235,2.1667,0.9000,430.9083,0.0165,-4.4826,12.5254,-58.0300,492.2170,0.2074,0.0185,N/A,520.5282,0.6895,0.9394
35.0000,N/A,302.462,N/A,N/A,N/A,N/A,N/A,N/A,-110.0208,1032.1543333333332,N/A,198.149,N/A,N/A,N/A,N/A,256.365,N/A,N/A,N/A,996.1085,535.915,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
40.0000,N/A,82.798,N/A,N/A,N/A,-373.478,N/A,N/A,-106.7279,1172.7053333333333,N/A,206.592,N/A,N/A,N/A,N/A,304.306,N/A,N/A,N/A,998.0690,528.016,791.69,N/A,731.0452,2.1111,0.7778,400.4412,0.0159,-4.9988,2.7596,-127.2817,522.5057,0.3022,0.0156,N/A,645.6342,0.9224,0.9625
45.0000,N/A,96.75033333333333,N/A,N/A,N/A,N/A,-378.594,N/A,-244.6452,1180.5353333333333,N/A,N/A,N/A,N/A,N/A,N/A,352.88,N/A,N/A,N/A,920.7715,628.201,749.216,132.691,632.2137,2.1111,0.7593,381.9784,0.0175,-14.4336,2.4470,-121.3118,493.4151,0.3613,0.0298,N/A,649.0463,0.9045,0.9651
50.0000,N/A,-101.95100000000001,N/A,N/A,-111.96000000000001,N/A,N/A,N/A,-241.9237,1219.902,N/A,N/A,N/A,N/A,N/A,N/A,291.92449999999997,N/A,N/A,N/A,790.1133,651.658,146.974,214.358,643.6160,2.5556,0.7222,317.6772,0.0220,-8.7244,0.5184,-171.1485,520.7081,0.4187,0.0435,N/A,674.1678,0.8804,0.9770
55.0000,237.163,-229.04125,N/A,N/A,-406.059,N/A,N/A,N/A,-255.9702,1160.0772000000002,N/A,N/A,N/A,N/A,N/A,749.59,610.469,N/A,N/A,N/A,579.0280,798.981,158.61399999999998,229.514,640.3038,2.2727,0.7197,330.2151,0.0167,-11.8218,0.0363,-148.4329,509.8200,0.4977,0.0377,N/A,758.0020,0.9692,0.9806
60.0000,221.025,-207.7815,N/A,N/A,N/A,N/A,-346.8175,N/A,-219.2412,1147.5504,-297.46,N/A,N/A,N/A,N/A,806.78,136.2575,N/A,N/A,N/A,248.5620,832.247,184.75,295.848,511.9738,2.4167,0.5903,233.4766,0.0182,-11.7182,-1.2672,-217.9027,497.8764,0.5583,0.0597,N/A,709.9803,0.9881,0.9825
65.0000,277.663,-150.67159999999996,N/A,N/A,N/A,-373.036,-353.0105,N/A,-230.5198,1286.1296,-447.50879999999995,N/A,N/A,N/A,N/A,881.742,107.982,N/A,N/A,N/A,288.1033,-554.891,232.82700000000003,489.122,294.8537,2.8462,0.4795,111.8409,0.0354,-1.3272,-1.9660,-278.1174,425.7599,0.5947,0.1931,N/A,718.2308,0.9881,0.9944
70.0000,337.249,-106.3,N/A,N/A,N/A,-403.082,18.821499999999986,N/A,-358.9996,1113.6241666666667,-481.178,N/A,N/A,495.777,N/A,843.786,176.55275,N/A,N/A,N/A,7.6272,-576.887,769.974,476.793,443.3770,2.8571,0.5286,165.2684,0.0397,-2.0907,-1.9716,-298.7715,494.3674,0.5262,0.1160,N/A,808.1877,0.9916,0.9948
75.0000,N/A,-86.35,N/A,N/A,-419.222,-375.013,-112.74166666666663,N/A,-349.7654,1112.0204999999999,-301.392,N/A,N/A,593.209,N/A,918.098,415.57766666666663,N/A,N/A,N/A,7.7070,-582.943,778.0583333333334,587.957,455.5285,3.0000,0.4673,156.0857,0.0382,-5.7395,-1.6468,-327.6657,550.8646,0.5208,0.1150,N/A,807.7378,0.9898,0.9949
80.0000,N/A,-153.07777500000003,N/A,N/A,-392.355,-350.979,-334.357,N/A,-345.2554,840.6036,203.70762500000006,N/A,N/A,99.51350000000002,N/A,973.293,419.6873333333333,N/A,N/A,N/A,75.6522,-614.878,1495.32,813.696,557.3707,3.1429,0.4280,195.0408,0.0429,-4.4572,-1.4735,-337.6551,681.4271,0.4305,0.0918,N/A,870.2185,0.9864,0.9949
85.0000,N/A,-92.48985714285712,N/A,N/A,1203.79,-426.843,-346.168,N/A,-373.0764,969.6601999999999,299.4173333333334,N/A,N/A,61.81999999999999,N/A,168.168,472.078,N/A,N/A,N/A,216.7140,-755.229,1836.635,912.954,847.6370,3.0714,0.5163,296.2450,0.0363,-1.9707,-0.6333,-356.4960,762.5818,0.3989,0.0396,N/A,1005.5918,0.9885,0.9951
90.0000,N/A,-3.403714285714289,N/A,N/A,372.25350000000003,-449.843,-358.7,N/A,-388.0546,1041.9482,334.27988888888893,N/A,N/A,64.28049999999996,N/A,N/A,202.6375,N/A,N/A,N/A,213.3067,-19.324000000000012,1878.91,1073.81,951.5515,3.3077,0.4663,304.7770,0.0438,-0.9500,-0.3947,-433.0137,909.9747,0.4041,0.0417,N/A,1063.4750,0.9903,0.9954
95.0000,N/A,-6.804222222222228,N/A,N/A,1250.69,-459.774,-57.331500000000005,N/A,-408.2926,1076.949,312.084375,N/A,N/A,112.94399999999996,N/A,N/A,202.6375,N/A,N/A,1334.61,244.0350,-21.24150000000003,2065.32,1104.56,1042.1144,3.2143,0.5710,482.1704,0.0450,-1.1256,-0.4554,-377.3462,1051.7691,0.4262,0.0284,N/A,1111.6124,0.9922,0.9958
100.0000,N/A,-52.953,N/A,N/A,325.63120000000004,-411.094,290.569,N/A,-378.2402,734.3036,276.17550000000006,N/A,N/A,102.75549999999998,N/A,N/A,198.49900000000002,N/A,N/A,1193.3,218.1993,121.60949999999997,1875.0349999999999,1239.75,880.2936,3.2143,0.5637,409.5386,0.0433,46.7256,-0.6620,-342.8224,970.4765,0.4089,0.0375,N/A,1007.2323,0.9902,0.9952

--- Varying: ATR Period ---
ATR Period,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Average Total PnL,Average Trades,Average POW,Average Avg PnL,Average Max Drawdown,Average Sortino,Average Sharpe,Average Mean Losses,Average Mean Wins,Average T Stat,Overall T Stat,Overall P-Value,Overall Std,Avg Risk of Ruin,Overall Risk of Ruin
5.0000,N/A,291.6715,N/A,N/A,N/A,N/A,N/A,N/A,-74.1361,945.6133,N/A,287.9160,N/A,N/A,N/A,N/A,235.6960,N/A,N/A,N/A,947.2335,752.7530,N/A,N/A,867.4375,2.4286,0.9184,483.8210,0.0172,-1.8623,5.8965,-57.8714,546.8617,0.1879,0.0075,N/A,541.1014,0.7341,0.9547
6.0000,N/A,306.1620,N/A,N/A,N/A,N/A,N/A,N/A,-71.3020,1012.8397,N/A,290.4240,N/A,N/A,N/A,N/A,223.5150,N/A,N/A,N/A,744.3860,691.4520,N/A,N/A,835.1274,2.4286,0.9184,456.7824,0.0173,-1.5632,5.1431,-57.5984,519.9988,0.1898,0.0084,N/A,531.4511,0.7554,0.9548
7.0000,N/A,307.6490,N/A,N/A,N/A,N/A,N/A,N/A,-72.5790,1107.2727,N/A,281.9280,N/A,N/A,N/A,N/A,214.2210,N/A,N/A,N/A,713.6275,545.6540,N/A,N/A,842.5887,2.4286,0.9184,442.5390,0.0174,-1.6271,11.8846,-58.8708,507.2089,0.1770,0.0098,N/A,552.0402,0.6941,0.9620
8.0000,N/A,294.5545,N/A,N/A,N/A,N/A,N/A,N/A,65.8995,881.9110,678.774,252.6520,N/A,N/A,N/A,N/A,224.0100,N/A,N/A,N/A,734.2440,548.2370,N/A,N/A,621.5848,1.7500,0.9500,460.0353,0.0057,1.5027,33.2613,-53.3298,501.0801,0.1375,0.0030,N/A,404.9283,0.7492,0.9170
9.0000,N/A,285.3430,N/A,N/A,N/A,N/A,N/A,N/A,69.1663,839.9670,739.829,216.3640,N/A,N/A,N/A,N/A,221.6800,N/A,N/A,N/A,802.1610,491.4750,N/A,N/A,628.7693,1.7500,0.9500,458.2482,0.0059,1.3116,8.7733,-53.4328,499.6339,0.1453,0.0034,N/A,417.9279,0.7536,0.9248
10.0000,N/A,290.1700,N/A,N/A,N/A,N/A,N/A,N/A,14.4248,1101.1253,N/A,177.0210,N/A,N/A,N/A,N/A,223.8810,N/A,N/A,N/A,905.8780,570.5270,N/A,N/A,964.7785,2.2857,0.9286,469.0039,0.0111,0.2681,9.5272,-56.3924,527.4569,0.1312,0.0035,N/A,541.7152,0.6803,0.9495
11.0000,N/A,292.2900,N/A,N/A,N/A,N/A,N/A,N/A,17.1613,1119.8753,N/A,162.3220,N/A,N/A,N/A,N/A,230.0190,N/A,N/A,N/A,934.9205,604.2430,N/A,N/A,987.6569,2.2857,0.9286,480.1187,0.0115,0.2750,11.5511,-57.8158,540.3861,0.1288,0.0035,N/A,553.7940,0.6662,0.9532
12.0000,N/A,296.1900,N/A,N/A,N/A,N/A,N/A,N/A,67.8404,1035.8130,N/A,172.5750,N/A,N/A,N/A,N/A,235.5670,N/A,N/A,N/A,998.3160,649.5650,N/A,N/A,1023.0286,2.2857,0.9286,493.6952,0.0091,4.6642,15.6052,-48.8022,552.1889,0.1077,0.0024,N/A,540.6956,0.6893,0.9235
13.0000,N/A,291.7250,N/A,N/A,N/A,N/A,N/A,N/A,78.1360,1044.6303,N/A,181.5130,N/A,N/A,N/A,N/A,239.4210,N/A,N/A,N/A,1070.2500,616.6420,N/A,N/A,1052.0333,2.2857,0.9286,503.1882,0.0095,3.4165,14.9966,-50.0598,564.4102,0.1038,0.0023,N/A,552.4186,0.6854,0.9302
14.0000,N/A,291.3710,N/A,N/A,N/A,N/A,N/A,N/A,79.8845,1064.8087,N/A,185.8190,N/A,N/A,N/A,N/A,245.8030,N/A,N/A,N/A,1121.1250,622.4640,N/A,N/A,1078.9730,2.2857,0.9286,515.8965,0.0100,3.0072,11.4847,-52.5368,579.8453,0.1067,0.0025,N/A,575.0219,0.6888,0.9391
15.0000,N/A,296.0615,N/A,N/A,N/A,N/A,N/A,N/A,88.6819,1123.4923,N/A,192.1580,N/A,N/A,N/A,N/A,246.5220,N/A,N/A,N/A,1121.8745,616.1110,N/A,N/A,1113.3188,2.2857,0.9286,526.4145,0.0103,3.0424,9.5510,-53.4558,592.5391,0.1086,0.0025,N/A,594.4558,0.7635,0.9412
16.0000,N/A,302.4620,N/A,N/A,N/A,N/A,N/A,N/A,-110.0208,1032.1543,N/A,198.1490,N/A,N/A,N/A,N/A,256.3650,N/A,N/A,N/A,996.1085,535.9150,N/A,N/A,860.5583,2.2857,0.9048,458.7333,0.0146,-4.4205,9.7620,-48.3300,523.9588,0.2003,0.0081,N/A,556.1619,0.7329,0.9455
17.0000,N/A,16.2515,N/A,N/A,N/A,N/A,N/A,N/A,-106.4771,978.6107,N/A,195.9030,N/A,N/A,N/A,N/A,264.9560,N/A,N/A,N/A,987.2935,480.7770,N/A,N/A,749.3851,2.2857,0.8333,402.4735,0.0144,-3.8773,3.6330,-83.0265,504.6957,0.3157,0.0163,N/A,557.1193,0.8690,0.9526
18.0000,N/A,295.8745,N/A,N/A,N/A,N/A,N/A,N/A,2.2619,1090.4130,N/A,213.8150,N/A,N/A,N/A,N/A,268.5480,N/A,N/A,N/A,1127.6200,534.5840,N/A,N/A,1021.5726,2.4286,0.9184,504.7309,0.0105,0.0598,29.0070,-48.3297,569.6014,0.1379,0.0042,N/A,577.1433,0.7614,0.9507
19.0000,N/A,305.7200,N/A,N/A,N/A,N/A,N/A,N/A,3.5138,1094.2407,N/A,216.0070,N/A,N/A,N/A,N/A,283.5200,N/A,N/A,N/A,1123.6400,557.9380,N/A,N/A,1031.9291,2.4286,0.9184,512.0828,0.0107,0.0865,59.4062,-49.3815,578.5941,0.1341,0.0039,N/A,577.1511,0.7301,0.9527
20.0000,N/A,311.1880,N/A,N/A,N/A,N/A,N/A,N/A,-7.5604,1080.0683,N/A,219.7950,N/A,N/A,N/A,N/A,285.8170,N/A,N/A,N/A,1168.4600,567.8820,N/A,N/A,1031.4388,2.4286,0.9184,517.9500,0.0110,-0.1863,19.9627,-50.2556,583.5174,0.1411,0.0042,N/A,581.7565,0.7354,0.9534
25.0000,N/A,307.8100,N/A,N/A,N/A,N/A,N/A,N/A,4.5404,803.7207,N/A,236.7200,N/A,N/A,N/A,N/A,275.1830,N/A,N/A,N/A,1245.2000,576.6090,N/A,N/A,948.2109,2.4286,0.9184,492.8261,0.0113,0.0896,10.8554,-52.0558,563.0987,0.1384,0.0046,N/A,543.7783,0.6330,0.9561
30.0000,N/A,307.5960,N/A,N/A,N/A,N/A,N/A,N/A,5.8919,869.6497,N/A,260.9480,N/A,N/A,N/A,N/A,261.6420,N/A,N/A,N/A,1442.3000,591.0300,N/A,N/A,1037.6578,2.4286,0.9184,534.1511,0.0122,0.0995,9.6299,-56.3272,610.3763,0.1377,0.0054,N/A,610.1813,0.6650,0.9639
35.0000,N/A,308.0695,N/A,N/A,N/A,N/A,N/A,N/A,4.2128,1065.7310,N/A,267.8590,N/A,N/A,N/A,N/A,266.1370,N/A,N/A,N/A,1502.5250,586.4230,N/A,N/A,986.0800,2.2857,0.9184,571.5653,0.0128,0.0708,9.8307,-59.0153,651.0549,0.1437,0.0099,N/A,662.3583,0.6273,0.9709
40.0000,N/A,311.4655,N/A,N/A,N/A,N/A,N/A,N/A,3.2508,1139.8900,N/A,292.4520,N/A,N/A,N/A,N/A,269.5950,N/A,N/A,N/A,1628.1200,650.2870,N/A,N/A,1056.2915,2.2857,0.9184,613.5800,0.0138,0.0487,13.1867,-62.5080,697.5433,0.1419,0.0101,N/A,712.1834,0.5917,0.9748
45.0000,N/A,316.3445,N/A,N/A,N/A,N/A,N/A,N/A,7.0776,1223.9400,N/A,280.6810,N/A,N/A,N/A,N/A,276.7180,N/A,N/A,N/A,1679.0950,710.3290,N/A,N/A,1108.0043,2.2857,0.9184,642.0264,0.0142,0.0994,57.5756,-64.1343,728.8870,0.1388,0.0099,N/A,742.9457,0.5965,0.9774
50.0000,N/A,317.8065,N/A,N/A,N/A,N/A,N/A,N/A,13.9350,1297.8650,N/A,286.9380,N/A,N/A,N/A,N/A,275.4200,N/A,N/A,N/A,1785.9400,746.3610,N/A,N/A,1172.7838,2.2857,0.9184,674.8951,0.0144,0.1854,16.4192,-65.1741,764.4481,0.1371,0.0096,N/A,782.4925,0.5851,0.9784
55.0000,N/A,310.3275,N/A,N/A,N/A,N/A,N/A,N/A,10.6501,1353.0800,N/A,294.7950,N/A,N/A,N/A,N/A,276.4330,N/A,N/A,N/A,1863.2250,745.0730,N/A,N/A,1206.3024,2.2857,0.9184,693.3691,0.0143,0.1475,13.1399,-65.9051,783.2711,0.1382,0.0099,N/A,809.0721,0.6306,0.9793
60.0000,N/A,311.5255,N/A,N/A,N/A,N/A,N/A,N/A,21.8109,1358.6800,N/A,293.4430,N/A,N/A,N/A,N/A,283.9320,N/A,N/A,N/A,1973.0400,793.6610,N/A,N/A,1258.6005,2.2857,0.9184,719.4418,0.0137,0.3585,30.8405,-65.8459,811.3908,0.1343,0.0094,N/A,837.1242,0.6629,0.9782

--- Varying: ATR Multiplier ---
