Trade Type,Profit/Loss,Count,Win Rate
LONG BREAKTHROUGH,-3.655122153071091,1688,50.59241706161137
LONG REVERSAL,1.7187726135170636,2520,51.626984126984134
SHORT BREAKTHROUGH,0.3201357833344867,1734,73.29873125720877
SHORT REVERSAL,-2.540061801033789,3433,69.26886105447132
